"";"codeplas";"SD_zhjgem"
"1";"ANTRAV0014";0,9
"2";"ANTTUR0282";0,39
"3";"ANTTUR0292";0,436666666666667
"4";"ANTTUR0297";0,363333333333333
"5";"ANTTUR0299";1,09333333333333
