"";"codeplas";"NH4_N_zhj"
"1";"ANTRAV0014";0,0388259046435782
"2";"ANTTUR0282";0,0388259046435782
"3";"ANTTUR0292";0,0388259046435782
"4";"ANTTUR0297";0,0388259046435782
"5";"ANTTUR0299";0,0388259046435782
