"";"codeplas";"Mg_gem"
"1";"ANTRAV0014";1,925
"2";"ANTTUR0282";0,638333333333333
"3";"ANTTUR0292";0,418333333333333
"4";"ANTTUR0297";0,603333333333333
"5";"ANTTUR0299";2,80571428571429
