"";"codeplas";"Ca_gem"
"1";"ANTRAV0014";3,47
"2";"ANTTUR0282";1,83333333333333
"3";"ANTTUR0292";1,23166666666667
"4";"ANTTUR0297";1,34
"5";"ANTTUR0299";13,7671428571429
