"";"codeplas";"K_gem"
"1";"ANTRAV0014";0,738333333333333
"2";"ANTTUR0282";1,49
"3";"ANTTUR0292";1,27
"4";"ANTTUR0297";0,933333333333333
"5";"ANTTUR0299";2,56428571428571
