"";"codeplas";"Alk_mean";"Alk_min";"Alk_max";"Alk_bereik"
"1";"ANTRAV0014";0,229077897956954;0,198951163552933;0,248443133398886;"0.198951163552933 - 0.248443133398886"
"2";"ANTTUR0282";0,0488364470665356;0,0409701737135365;0,0881678138315306;"0.0409701737135365 - 0.0881678138315306"
"3";"ANTTUR0292";0,0409701737135365;0,0409701737135365;0,0409701737135365;"0.0409701737135365 - 0.0409701737135365"
"4";"ANTTUR0297";0,0409701737135365;0,0409701737135365;0,0409701737135365;"0.0409701737135365 - 0.0409701737135365"
"5";"ANTTUR0299";0,755045184248724;0,545394952474598;0,959521468371026;"0.545394952474598 - 0.959521468371026"
