"","codeplas","PO4_P_zhj"
"1","ANTRAV0014",0.0163078930202218
"2","ANTTUR0282",0.0163078930202218
"3","ANTTUR0292",0.0163078930202218
"4","ANTTUR0297",0.0163078930202218
"5","ANTTUR0299",0.0163078930202218
