"","codeplas","NO3_N_zhj"
"1","ANTRAV0014",0.0112948405168519
"2","ANTTUR0282",0.0188247341947532
"3","ANTTUR0292",0.0256016385048643
"4","ANTTUR0297",0.018071744826963
"5","ANTTUR0299",0.0248486491370742
