"codeplas";"Al";"CO3";"Ca";"Cl";"EGV25_veld";"EGV_calc";"EGV_labo";"EGV_tit";"Fe";"HCO3_OEP";"K";"Mg";"Mn";"NH4";"NH4_N";"NO2";"NO2_N";"NO3";"NO3_N";"NPOC";"N_anorg";"Na";"O2_veld";"O2verz";"OH";"PO4";"PO4_P";"S";"SD_veld";"SO4";"SO4_S";"Si";"TN";"TP";"T_anion";"T_kation";"T_veld";"WD_veld";"ZS_105";"ZS_550";"absorptie_440";"alkaliniteit";"chl_a";"faeo";"pH_labo";"pH_veld";"sal_veld";"verschil_EGV_abs";"verschil_EGV_proc";"verschil_IC_abs";"verschil_IC_proc";"turbiditeit"
"ANTMRK0177";0,171;0,6;1,375;4,664;40,24;40,045;41,7;41,7;0,05;2,809;4,636;0,55;0,05;0,05;0,0388259046435782;0,01;0,0030441400304414;0,202;0,0456311556880817;23,017;0,0875012003621013;3,279;9,773;96,81;0,18;0,05;0,0163078930202218;1,024;0,114;1,161;0,387516688918558;0,25;1,249;0,031;0,39507;0,4169;4,8;0,378;0,0125;0,0125;0,03945;0,0460340871845297;26,27;2,5;5,851;6,144;0;0,258;0,397;0,0151;1,42;NA
"ANTMRK0204";0,1355;0,6;1,286;3,174;41,03;41,374;42,19;42,19;0,1;9,542;3,582;0,834;0,05;0,065;0,0504736760366517;0,01;0,0030441400304414;0,05;0,0112948405168519;27,57;0,0688787991700117;1,829;6,23;53,24;0,18;0,452;0,147423352902805;0,5;0,222;0,155;0,05173564753004;0,25;1,817;0,25496;0,473;0,45467;5,88;0,473;0,0125;0,0125;0,10176;0,156374959029826;6,35;6,55;5,909;5,63;0;0,692;1,61;0,0132;1,13;NA
"ANTMRK0206";2,197;0,6;12,256;52,054;388;363,738;386,72;386,72;0,0575;2,5;13,363;3,43;0,131;0,05;0,0388259046435782;0,01;0,0030441400304414;0,05;0,0112948405168519;1,64;0,0531648851908715;27,525;8,873;95,57;0,18;0,05;0,0163078930202218;23,545;0,811;71,169;23,7546728971963;0,601;0,25;0,015;2,97068;2,83295;5,67;0,811;0,0125;0,0125;0,00064;0,0409701737135365;2,5;2,5;3,784;3,7238;0,1;22,695;5,64;0,1376;2,4;NA
"ANTOTH0271";0,18;0,6;2,06;11,37;72,5;65,65;71,1;71,1;0,42;2,5;2,02;0,62;0,05;0,05;0,0388259046435782;0,01;0,0030441400304414;0,1;0,0225896810337038;19,73;0,0644597257077234;6,22;7,29;66;0,18;0,05;0,0163078930202218;1,26;0,26;3,03;1,01134846461949;0,25;0,95;0,015;0,5474;0,5408;8;0,26;0,0125;0,0125;0,0234;0,0409701737135365;2,5;2,5;4,36;4,23;0;2,02;2,51;0,028;2,1;NA
"ANTOTH0306";0,05;0,6;0,87;2,72;24,8;25,63;27,5;27,5;0,14;2,5;2,34;0,52;0,05;0,05;0,0388259046435782;0,01;0,0030441400304414;0,05;0,0112948405168519;19,6;0,0531648851908715;1,91;8,45;81,1;0,18;0,05;0,0163078930202218;0,5;0,27;0,13;0,0433911882510013;0,25;0,85;0,015;0,2269;0,2576;7,7;0,27;0,0125;0,0125;0,0412;0,0409701737135365;2,5;2,5;5,16;5,06;0;0,31;0,91;0,009;1;NA
"ANTOTH0324";0,05;0,6;0,638;5,036;29,97;27,588;30,71;30,83;0,05;2,5;0,879;0,443;0,05;0,05;0,0388259046435782;0,01;0,0030441400304414;0,05;0,0112948405168519;18,205;0,0531648851908715;2,9;9,682;88,18;0,18;0,05;0,0163078930202218;0,5;0,241;0,05;0,0166889185580774;0,25;0,704;0,015;0,24338;0,25396;8,22;0,241;0,0125;0,0125;0,01851;0,0409701737135365;2,5;2,5;5,004;4,8403;0;1,205;2,043;0,0082;1,72;NA
"ANTRAV0014";0,05;0,6;2,239;2,153;30,6;29,502;30,84;30,84;0,05;10,195;0,369;1,123;0,01;0,05;0,0388259046435782;0,01;0,0030441400304414;0,05;0,0112948405168519;23,896;0,0531648851908715;2,424;9,63;83,8;0,18;0,05;0,0163078930202218;0,5;0,561;0,311;0,103805073431242;0,25;1,081;0,015;0,39242;0,32339;7,9;0,684;0,0125;0,0125;0,02405;0,167076368403802;13,86;2,77;6,529;6,52;0;0,26;0,738;0,0052;0,44;NA
"ANTRAV0052";0,05;0,6;6,396;12,292;140,09;133,746;140,79;140,79;0,221;12,784;6,655;2,704;0,05;0,05;0,0388259046435782;0,01;0,0030441400304414;0,056;0,0126502213788741;14,36;0,0694294555351383;7,655;3,99;46,06;0,18;0,05;0,0163078930202218;3,999;0,519;10,938;3,65086782376502;0,25;1,194;0,0392;1,2198;1,21564;6,44;0,519;0,0125;0,0125;0,02592;0,20950508030154;2,5;2,5;6,293;6,1965;0;5,931;3,478;0,0125;0,5;NA
"ANTRAV0122";0,05;0,6;1;4,44;31,5;29,79;31,3;31,3;0,05;2,5;2,54;0,54;0,05;0,05;0,0388259046435782;0,01;0,0030441400304414;0,05;0,0112948405168519;26,64;0,0531648851908715;2,3;9,77;77,6;0,18;0,05;0,0163078930202218;0,5;0,35;0,05;0,0166889185580774;0,25;1,77;0,0771;0,3452;0,2901;5,8;0,75;0,0125;0,0125;0,0261;0,0409701737135365;65;14,9;5,94;6,025;0;0,29;0,81;0,049;7,7;NA
"ANTRAV0175";0,172;0,6;0,639;4,572;41,16;37,37;41,57;41,57;0,272;2,5;0,846;0,483;0,05;0,05;0,0388259046435782;0,01;0,0030441400304414;0,05;0,0112948405168519;26,901;0,0531648851908715;2,849;9,095;82,63;0,18;0,05;0,0163078930202218;0,5;0,299;0,34;0,113484646194927;0,25;1,178;0,015;0,28112;0,33369;7,21;0,299;0,0125;0,0125;0,05554;0,0409701737135365;2,5;2,5;4,361;4,1908;0;3,091;6,491;0,0277;4,19;NA
